"CITY","COUNTRY","ID"
"Dalton","United States",6826
"Danbury","United States",6827
"Dania Beach","United States",6828
"Danielson","United States",6829
"Danville","United States",6830
"Darlington","United States",6831
"Davis","United States",6832
"Davis-Woodland-Winters","United States",6833
"Dayton","United States",6834
"Daytona Beach","United States",6835
"De Kalb","United States",6836
"DeFuniak Springs","United States",6837
"DeLand","United States",6838
"Deadhorse","United States",6839
"Decatur","United States",6840
"Deer Harbor","United States",6841
"Deering","United States",6842
"Del Rio","United States",6843
"Dell","United States",6844
"Delta","United States",6845
"Delta Junction","United States",6846
"Deming","United States",6847
"Denton","United States",6848
"Denver","United States",6849
"Deridder","United States",6850
"Des Moines","United States",6851
"Destin","United States",6852
"Detroit","United States",6853
"Devils Lake","United States",6854
"Dickinson","United States",6855
"Dillingham","United States",6856
"Dodge City","United States",6857
"Dothan","United States",6858
"Douglas","United States",6859
"Dover","United States",6860
"Dowagiac","United States",6861
"Doylestown","United States",6862
"Drummond Island","United States",6863
"Du Bois","United States",6864
"Dublin","United States",6865
"Dubuque IA","United States",6866
"Duluth","United States",6867
"Durango","United States",6870
"East Boston","United States",6873
"East Tawas","United States",6876
"Easton","United States",6878
"Eastsound","United States",6881
"Edgewater","United States",6884
"Eek","United States",6886
"Ekwok","United States",6889
"El Dorado","United States",6892
"El dorado springs","United States",6895
"Elizabeth City","United States",6899
"Elkins","United States",6902
"Elmira","United States",6906
"Endicott","United States",6910
"Enterprise","United States",6913
"Escanaba","United States",6917
"Evanston","United States",6921
"Evergreen","United States",6924
"Fairbanks","United States",6926
"False Pass","United States",6930
"Farmington","United States",6933
"Fernandina Beach","United States",6935
"Fitzgerald","United States",6938
"Flippin","United States",6942
"Forest Lake","United States",6945
"Fort Benning","United States",6947
"Fort Carson","United States",6950
"Fort Dodge","United States",6952
"Fort Hood","United States",6955
"Fort Irwin","United States",6957
"Fort Leavenworth","United States",6960
"Fort Lewis","United States",6962
"Fort Ord","United States",6965
"Fort Pierce","United States",6967
"Fort Riley","United States",6970
"Fort Sill","United States",6972
"Fort Stockton","United States",6974
"Fort Wayne","United States",6976
"Fort Yukon","United States",6979
"Franklin","United States",6982
"Fremont","United States",6984
"Friday Harbor","United States",6987
"Fulton","United States",6990
"Gadsden","United States",6993
"Galena","United States",6996
"Galion","United States",6998
"Garden City","United States",7002
"Gila Bend","United States",7006
"Glasgow","United States",7009
"Glenview","United States",7012
"Goodland","United States",7015
"Granbury","United States",7018
"Grand Canyon West","United States",7020
"Grand Junction","United States",7023
"Grand Rapids","United States",7025
"Grant County Airport","United States",7027
"Great Falls","United States",7031
"Green Cove Springs","United States",7034
"Greensboro","United States",7036
"Greenwood","United States",7039
"Groton CT","United States",7042
"Gualala","United States",7045
"Gulkana","United States",7048
"Gustavus","United States",7051
"Hagerstown","United States",7054
"Hamburg","United States",7058
"Hana","United States",7061
"Harlingen","United States",7064
"Hartford","United States",7067
"Hattiesburg","United States",7069
"Havre","United States",7071
"Hayward","United States",7075
"Helena","United States",7079
"Hickory","United States",7082
"Hobart","United States",7086
"Hobbs","United States",7087
"Hollister","United States",7091
"Homer","United States",7094
"Honolulu","United States",7097
"Hopkinsville","United States",7100
"Houghton Lake","United States",7103
"Hughes","United States",7106
"Huntsville","United States",7109
"Hydaburg","United States",7113
"Idaho Falls","United States",7116
"Immokalee","United States",7119
"Indian Mountains","United States",7122
"Indianapolis","United States",7124
"Inyokern","United States",7126
"Ironwood","United States",7130
"Islip","United States",7132
"Ithaca","United States",7133
"Jacksonville","United States",7136
"Jamestown","United States",7138
"Jefferson","United States",7141
"Jesup","United States",7144
"Joliet","United States",7146
"Junction","United States",7149
"Kahului","United States",7151
"Kaiser Lake Ozark","United States",7152
"Kake","United States",7153
"Kalamazoo","United States",7154
"Kalispell","United States",7155
"Kaltag","United States",7157
"Kamuela","United States",7158
"Kaneohe Bay","United States",7159
"Kankakee","United States",7160
"Kansas City","United States",7161
"Karluk","United States",7163
"Kasigluk","United States",7164
"Baia Mare","Romania",5493
"Brasov","Romania",5494
"Bucharest","Romania",5495
"Caransebes","Romania",5496
"Cluj-napoca","Romania",5497
"Constanta","Romania",5498
"Craiova","Romania",5499
"Câmpia Turzii","Romania",5500
"Iasi","Romania",5501
"Bakel","Senegal",5502
"Cap Skiring","Senegal",5503
"Dakar","Senegal",5504
"Diass","Senegal",5505
"Kaolack","Senegal",5506
"Kedougou","Senegal",5507
"Kolda","Senegal",5508
"Alula","Somalia",5509
"Baidoa","Somalia",5510
"Berbera","Somalia",5511
"Boorama","Somalia",5512
"Bosaso","Somalia",5513
"Burao","Somalia",5514
"Galcaio","Somalia",5515
"Hargeisa","Somalia",5516
"Kismayu","Somalia",5517
"Bizerte","Tunisia",5518
"Bordj El Amri","Tunisia",5519
"Djerba","Tunisia",5520
"El Borma","Tunisia",5521
"Enfidha","Tunisia",5522
"Gabes","Tunisia",5523
"Gafsa","Tunisia",5524
"Berdyansk","Ukraine",5525
"Cherkassy","Ukraine",5526
"Chernigov","Ukraine",5527
"Chernovtsk","Ukraine",5528
"Dnepropetrovsk","Ukraine",5529
"Donetsk","Ukraine",5530
"Dzhankoy","Ukraine",5531
"Ivano-Frankivsk","Ukraine",5532
"KIEV","Ukraine",5533
"Kerch","Ukraine",5534
"Kharkov","Ukraine",5535
"Kherson","Ukraine",5536
"Khmeinitskiy","Ukraine",5537
"Kiev","Ukraine",5538
"Kirovograd","Ukraine",5539
"Kramatorsk","Ukraine",5540
"Krivoy Rog","Ukraine",5541
"Lugansk","Ukraine",5542
"Lutsk","Ukraine",5543
"Lvov","Ukraine",5544
"Artigas","Uruguay",5545
"Colonia","Uruguay",5546
"Durazno","Uruguay",5547
"Ablow","Vanuatu",5548
"Ambryn Island","Vanuatu",5549
"Anelghowhat","Vanuatu",5550
"Aniwa","Vanuatu",5551
"Craig Cove","Vanuatu",5552
"Dillon's Bay","Vanuatu",5553
"Futuna Island","Vanuatu",5554
"Gaua Island","Vanuatu",5555
"Ipota","Vanuatu",5556
"Lamap","Vanuatu",5557
"Lamen Bay","Vanuatu",5558
"Loh/Linua","Vanuatu",5559
"Longana","Vanuatu",5560
"Lonorore","Vanuatu",5561
"Maewo Island","Vanuatu",5562
"Buonmethuot","Vietnam",5563
"Ca Mau","Vietnam",5564
"Conson","Vietnam",5567
"Dienbienphu","Vietnam",5570
"Haiphong","Vietnam",5572
"Hue","Vietnam",5575
"Kontum","Vietnam",5577
"Delta Camp","Botswana",5579
"Gaberone","Botswana",5581
"Jwaneng","Botswana",5583
"Balchik","Bulgaria",5586
"Dolna Mitropoliya","Bulgaria",5588
"Gorna Orechovica","Bulgaria",5590
"Haskovo","Bulgaria",5592
"Battambang","Cambodia",5594
"Kratie","Cambodia",5596
"Bamenda","Cameroon",5598
"Foumban","Cameroon",5600
"Aguachica","Colombia",5603
"Apiay","Colombia",5605
"Armenia","Colombia",5608
"Barrancabermeja","Colombia",5610
"Bogota","Colombia",5612
"Buenaventura","Colombia",5614
"Capurgana","Colombia",5616
"Cartago","Colombia",5619
"Condoto","Colombia",5621
"Cucuta","Colombia",5624
"El Banco","Colombia",5626
"Garzón","Colombia",5628
"Guaymaral","Colombia",5631
"La Chorrera","Colombia",5634
"La Macarena","Colombia",5636
"Leticia","Colombia",5639
"Canefield","Dominica",5642
"Arba Minch","Ethiopia",5645
"Axum","Ethiopia",5648
"Beica","Ethiopia",5651
"Debre Tabor","Ethiopia",5653
"Dembidollo","Ethiopia",5655
"Dire Dawa","Ethiopia",5657
"Gode","Ethiopia",5660
"Humera","Ethiopia",5663
"Kabri Dehar","Ethiopia",5666
"Alderney","Guernsey",5668
"Comayagua","Honduras",5672
"Abaiang Atoll","Kiribati",5675
"Arorae","Kiribati",5677
"Buariki","Kiribati",5679
"Kiritimati","Kiribati",5682
"Kuria","Kiribati",5683
"Bario","Malaysia",5686
"Bintulu","Malaysia",5688
"Ipoh","Malaysia",5690
"Kluang","Malaysia",5693
"Kota Kinabalu","Malaysia",5695
"Kuala Terengganu","Malaysia",5697
"Kudat","Malaysia",5700
"Langkawi","Malaysia",5703
"Layang Layang Atoll","Malaysia",5705
"Long Banga","Malaysia",5708
"Long Seridan","Malaysia",5710
"Alifu Dhaalu Atoll","Maldives",5712
"DHARAVANDHOO","Maldives",5714
"Fuvahmulah","Maldives",5716
"Gangehi Island","Maldives",5718
"Ifuru","Maldives",5720
"Kooddoo","Maldives",5722
"Maafushivaru Resort","Maldives",5724
"Altai","Mongolia",5726
"Bayankhongor","Mongolia",5728
"Dalanzadgad","Mongolia",5731
"Bahawalpur","Pakistan",5733
"Chitral","Pakistan",5736
"Dera Ghazi Khan","Pakistan",5738
"Faisalabad","Pakistan",5740
"Hyderabad","Pakistan",5743
"Jacobsbad","Pakistan",5745
"Kamra","Pakistan",5748
"Khuzdar","Pakistan",5750
"Ayolas","Paraguay",5753
"Conception","Paraguay",5755
"Itaipu","Paraguay",5757
"Beja (madeira)","Portugal",5760
"Cascais","Portugal",5763
"Coimba","Portugal",5765
"Covilha","Portugal",5767
"Funchal","Portugal",5771
"Horta","Portugal",5773
"Lisbon","Portugal",5775
"Bratislava","Slovakia",5776
"Cerklje","Slovenia",5778
"Alapadu","Suriname",5781
"Anapaike","Suriname",5784
"Drietabbetje","Suriname",5786
"Kwamelasemoetoe","Suriname",5789
"Dar Es Salaam","Tanzania",5792
"Grumeti Game Reserve","Tanzania",5795
"Kilimanjaro","Tanzania",5798
"Lake Manyara","Tanzania",5800
"Bangkok","Thailand",5803
"Chiang Mai","Thailand",5805
"Chumphon","Thailand",5807
"Ko Samui","Thailand",5810
"Loei","Thailand",5813
"Lop Buri","Thailand",5814
"Bulawayo","Zimbabwe",5816
"Bumi Hills","Zimbabwe",5817
"Chiredzi","Zimbabwe",5818
"Gwert","Zimbabwe",5819
"Harare","Zimbabwe",5820
"Hwange","Zimbabwe",5821
"Kariba","Zimbabwe",5823
"Alto Rio Senguer","Argentina",5824
"Bahia Blanca","Argentina",5825
"Bolivar","Argentina",5826
"Buenos Aires","Argentina",5827
"Catamarca","Argentina",5828
"Chilecito","Argentina",5829
"Opolu","United States",2735
"Ozona","United States",2736
"Pampa","United States",2737
"Paris","United States",2738
"Pasco","United States",2739
"Pecos","United States",2740
"Perry","United States",2741
"Pratt","United States",2742
"Price","United States",2743
"Provo","United States",2744
"Raton","United States",2745
"Rifle","United States",2746
"Salem","United States",2747
"Selma","United States",2748
"Sitka","United States",2749
"Tampa","United States",2750
"Tomah","United States",2751
"Tracy","United States",2752
"Tulsa","United States",2753
"Tyler","United States",2754
"Ukiah","United States",2755
"Wahoo","United States",2756
"Wales","United States",2757
"Manteo","United States",2758
"Marana","United States",2759
"Marion","United States",2760
"McCall","United States",2761
"McCook","United States",2762
"Merced","United States",2763
"Milton","United States",2764
"Mobile","United States",2765
"Mojave","United States",2766
"Moline","United States",2767
"Monroe","United States",2768
"Muncie","United States",2769
"Naples","United States",2770
"Nashua","United States",2771
"Nenana","United States",2772
"Newark","United States",2773
"Newnan","United States",2774
"Newtok","United States",2775
"Newton","United States",2776
"Noatak","United States",2777
"Novato","United States",2778
"Nulato","United States",2779
"Oakley","United States",2780
"Olathe","United States",2783
"Palmer","United States",2787
"Pueblo","United States",2791
"Renton","United States",2795
"Saluda","United States",2798
"Sidney","United States",2802
"Stuart","United States",2806
"Tacoma","United States",2810
"Tifton","United States",2814
"Tucson","United States",2818
"Upland","United States",2822
"Venice","United States",2825
"Wausau","United States",2829
"Yakima","United States",2833
"Mayport","United States",2837
"Mcgrath","United States",2840
"Mercury","United States",2843
"Modesto","United States",2847
"Needles","United States",2850
"Noorvik","United States",2854
"Nuiqsut","United States",2857
"Oneonta","United States",2861
"Oshkosh","United States",2864
"Pahokee","United States",2867
"Phoenix","United States",2871
"Portage","United States",2874
"Rampart","United States",2878
"Red Dog","United States",2881
"Roswell","United States",2885
"Russell","United States",2888
"Safford","United States",2891
"Seattle","United States",2895
"Sewanee","United States",2898
"Spencer","United States",2902
"Takotna","United States",2905
"Trenton","United States",2909
"Ulysses","United States",2912
"Visalia","United States",2916
"Wasilla","United States",2919
"Winslow","United States",2922
"Yankton","United States",2926
"Marathon","United States",2929
"Marshall","United States",2932
"Meridian","United States",2935
"Mitchell","United States",2938
"Murrieta","United States",2942
"Napakiak","United States",2945
"New Bern","United States",2948
"Newburgh","United States",2951
"Okmulgee","United States",2954
"Palacios","United States",2957
"Phillips","United States",2960
"Portland","United States",2963
"Redstone","United States",2967
"Robinson","United States",2970
"Rockport","United States",2973
"San Jose","United States",2976
"Sandusky","United States",2979
"Savannah","United States",2982
"Seal Bay","United States",2985
"Sheridan","United States",2988
"Soldotna","United States",2992
"Stebbins","United States",2995
"Stockton","United States",2998
"Syracuse","United States",3001
"Tatitlek","United States",3004
"Tuluksak","United States",3007
"Valdosta","United States",3010
"Waterloo","United States",3014
"Wendover","United States",3017
"Wildwood","United States",3020
"Woodward","United States",3023
"Manhattan","United States",3026
"Marquette","United States",3029
"Metakatla","United States",3032
"Morganton","United States",3035
"Napaskiak","United States",3038
"Nightmute","United States",3041
"Oceanside","United States",3043
"Pedro Bay","United States",3046
"Pikeville","United States",3049
"Point Lay","United States",3052
"Red Bluff","United States",3055
"Rhinebeck","United States",3058
"Riverside","United States",3061
"Rosecrans","United States",3064
"Sandpoint","United States",3067
"Scotia NY","United States",3069
"St Mary's","United States",3072
"Stratford","United States",3075
"Talladega","United States",3078
"Teterboro","United States",3081
"Troutdale","United States",3084
"WEST BEND","United States",3087
"Wenatchee","United States",3090
"Westfield","United States",3091
"Williston","United States",3093
"Winnsboro","United States",3094
"Worcester","United States",3095
"Yuba City","United States",3096
"Malad City","United States",3097
"Marshfield","United States",3098
"Mason City","United States",3100
"Mc Pherson","United States",3101
"Middletown","United States",3102
"Miles City","United States",3103
"Millington","United States",3104
"Mocksville","United States",3105
"Wapenamanda","Papua New Guinea",3549
"Misima Island","Papua New Guinea",3551
"Simberi Island","Papua New Guinea",3553
"Malabo","Equatorial Guinea",3554
"Wallis","Wallis and Futuna",3556
"Santiago","Dominican Republic",3558
"Punta Cana","Dominican Republic",3559
"San Isidoro","Dominican Republic",3561
"Puerto Plata","Dominican Republic",3562
"Scarborough","Trinidad and Tobago",3564
"Port-of-spain","Trinidad and Tobago",3565
"Oranjestad","Netherlands Antilles",3567
"Willemstad","Netherlands Antilles",3568
"Philipsburg","Netherlands Antilles",3569
"Sharjah","United Arab Emirates",3571
"Minhad AB","United Arab Emirates",3572
"Al Ain","United Arab Emirates",7501
"Al Hamra","United Arab Emirates",7502
"Arzana","United Arab Emirates",7503
"Clarksville","United Arab Emirates",7504
"Dalma Island","United Arab Emirates",7505
"Das Island","United Arab Emirates",7506
"Dubai","United Arab Emirates",7507
"Fujeirah","United Arab Emirates",7508
"Jebel Ali Golf Resort","United Arab Emirates",7509
"Jebel Dhana","United Arab Emirates",7510
"Basse Terre","Saint Kitts and Nevis",7511
"Charlestown","Saint Kitts and Nevis",7512
"Charlotte Amalie","Virgin Islands (U.S.)",7513
"Christiansted","Virgin Islands (U.S.)",7514
"Banja Luka","Bosnia and Herzegovina",7515
"Cocos Keeling Island","Cocos (Keeling) Islands",7516
"Bangui","Central African Republic",7517
"Berberati","Central African Republic",7518
"Gounda","Central African Republic",7519
"Cockburn Town","Turks and Caicos Islands",7520
"Anegada","Virgin Islands (British)",7521
"Bandoundu","Democratic Republic of Congo",7522
"Basankusu","Democratic Republic of Congo",7523
"Beni","Democratic Republic of Congo",7524
"Boende","Democratic Republic of Congo",7525
"Boma","Democratic Republic of Congo",7526
"Bukavu/kavumu","Democratic Republic of Congo",7527
"Bumba","Democratic Republic of Congo",7528
"Bunia","Democratic Republic of Congo",7529
"Buta Zega","Democratic Republic of Congo",7530
"Gbadolite","Democratic Republic of Congo",7531
"Gemena","Democratic Republic of Congo",7532
"Goma","Democratic Republic of Congo",7533
"Ikela","Democratic Republic of Congo",7534
"Ilebo","Democratic Republic of Congo",7535
"Inongo","Democratic Republic of Congo",7536
"Isiro","Democratic Republic of Congo",7537
"Kabinda","Democratic Republic of Congo",7538
"Kahemba","Democratic Republic of Congo",7539
"Kalemie","Democratic Republic of Congo",7540
"Kamina Base","Democratic Republic of Congo",7541
"Kananga","Democratic Republic of Congo",7542
"Kasongo","Democratic Republic of Congo",7543
"Kikwit","Democratic Republic of Congo",7544
"Kindu","Democratic Republic of Congo",7545
"Kinshasa","Democratic Republic of Congo",7546
"Kiri","Democratic Republic of Congo",7547
"Kisangani","Democratic Republic of Congo",7548
"Kitona Base","Democratic Republic of Congo",7549
"Kolwezi","Democratic Republic of Congo",7550
"Kongolo","Democratic Republic of Congo",7551
"Kotakoli","Democratic Republic of Congo",7552
"Lisala","Democratic Republic of Congo",7553
"Lodja","Democratic Republic of Congo",7554
"Lubumashi","Democratic Republic of Congo",7555
"Diego Garcia Island","British Indian Ocean Territory",7556
"Bequia","Saint Vincent and the Grenadines",7557
"Canouan Island","Saint Vincent and the Grenadines",7558
"Kingstown","Saint Vincent and the Grenadines",7559
"Port McNeill","Canada",813
"Rainbow Lake","Canada",816
"Sachigo Lake","Canada",818
"Stephenville","Canada",820
"Tadoule Lake","Canada",823
"Wood Buffalo","Canada",825
"Pincher Creek","Canada",827
"Prince Pupert","Canada",830
"Sachs Harbour","Canada",832
"Summer Beaver","Canada",835
"Williams Lake","Canada",837
"Mont-Tremblant","Canada",840
"Qualicum Beach","Canada",842
"Wollaston Lake","Canada",845
"Matheson Island","Canada",847
"Red Sucker Lake","Canada",850
"Thicket Portage","Canada",853
"North Battleford","Canada",855
"North Spirit Lake","Canada",858
"St. Theresa Point","Canada",861
"Red Deer Industrial","Canada",864
"Rocky Mountain House","Canada",867
"Nicosia","Cyprus",870
"Metz","France",872
"Nice","France",873
"Melun","France",875
"Mende","France",876
"Nimes","France",878
"Paris","France",880
"Reims","France",881
"Rouen","France",883
"Royan","France",884
"Tours","France",886
"Ussel","France",887
"Millau","France",889
"Nantes","France",891
"Nevers","France",892
"Rennes","France",894
"Saumur","France",896
"Tarbes","France",897
"Vannes","France",899
"Marigot","France",901
"Mimizan","France",902
"Moulins","France",904
"Pamiers","France",906
"Pontivy","France",908
"Quimper","France",909
"St.-yan","France",911
"Marmande","France",913
"Merville","France",915
"Ouessant","France",917
"Pontoise","France",919
"Marseille","France",921
"Montlucon","France",923
"Perpignan","France",925
"Rochefort","France",927
"Solenzara","France",929
"Malbouhans","France",931
"Pontarlier","France",933
"St.-dizier","France",935
"Strasbourg","France",937
"Île d'Yeu","France",939
"Montpellier","France",941
"Valenciennes","France",943
"Mont-de-marsan","France",946
"Semur en Auxois","France",948
"St.-brieuc Armor","France",951
"Strasbourg Neudorf","France",954
"St.-afrique-belmont","France",957
"Paros","Greece",960
"Samos","Greece",961
"Thira","Greece",963
"Megara","Greece",964
"Rhodos","Greece",966
"Skiros","Greece",967
"Mykonos","Greece",969
"Tanagra","Greece",971
"Al Bayda'","Libya",4107
"Benghazi","Libya",4108
"Buattifel","Libya",4109
"Dahra","Libya",4110
"Ghadames","Libya",4111
"Ghat","Libya",4112
"Giallo","Libya",4113
"Hon","Libya",4114
"Kufra","Libya",4115
"Macau","Macao",4116
"Comino","Malta",4117
"Gozo","Malta",4118
"Baglung","Nepal",4119
"Bajhang","Nepal",4120
"Bajura","Nepal",4121
"Bhairawa","Nepal",4122
"Bharatpur","Nepal",4123
"Bhojpur","Nepal",4124
"Biratnagar","Nepal",4125
"Chandragarhi","Nepal",4126
"Dang","Nepal",4127
"Dhangarhi","Nepal",4128
"Dolpa","Nepal",4129
"Janakpur","Nepal",4130
"Jomsom","Nepal",4131
"Jumla","Nepal",4132
"Kangel Danda","Nepal",4133
"Kathmandu","Nepal",4134
"Khanidanda","Nepal",4135
"Kodari","Nepal",4136
"Lamidanda","Nepal",4137
"Lukla","Nepal",4138
"Agadez","Niger",4139
"Diffa","Niger",4140
"Dirkou","Niger",4141
"Babelthuap","Palau",4142
"Doha","Qatar",4143
"Apia","Samoa",4144
"Faleolo","Samoa",4145
"Albacete","Spain",4146
"Algeciras","Spain",4147
"Alicante","Spain",4148
"Almeria","Spain",4149
"Arrecife","Spain",4150
"Aviles","Spain",4151
"Badajoz","Spain",4152
"Barcelona","Spain",4153
"Bilbao","Spain",4154
"Burgos","Spain",4155
"Castellón de la Plana","Spain",4156
"Ceuta","Spain",4157
"Ciudad Real","Spain",4158
"Cordoba","Spain",4159
"Das i Fontanals de Cerdanya","Spain",4160
"El Prat","Spain",4161
"Fuerteventura","Spain",4162
"Gerona","Spain",4163
"Gran Canaria","Spain",4164
"Granada","Spain",4165
"Hierro","Spain",4166
"Huesca","Spain",4167
"Ibiza","Spain",4168
"Jerez","Spain",4169
"La Coruna","Spain",4170
"La Gomera","Spain",4171
"Leon","Spain",4172
"Lleida","Spain",4173
"Logroño-Agoncillo","Spain",4174
"Madrid","Spain",4175
"Atbara","Sudan",4176
"Aweil","Sudan",4177
"Damazin","Sudan",4178
"Dongola","Sudan",4179
"El Fasher","Sudan",4180
"El Obeid","Sudan",4181
"Geneina","Sudan",4182
"Kadugli","Sudan",4183
"Kassala","Sudan",4184
"Khartoum","Sudan",4185
"Aleppo","Syria",4186
"Damascus","Syria",4187
"Deire Zor","Syria",4188
"Kamishly","Syria",4189
"Latakia","Syria",4190
"Angaha, Niuafo'ou Island","Tonga",4191
"Eua Island","Tonga",4192
"Lifuka","Tonga",4193
"Aden","Yemen",4194
"Al Badie","Yemen",4195
"Al Ghaidah Intl","Yemen",4196
"Ataq","Yemen",4197
"Beihan","Yemen",4198
"Hodeidah","Yemen",4199
"Cabinda","Angola",4201
"Dundo","Angola",4204
"Kapanda","Angola",4206
"Lobito","Angola",4208
"Lucapa","Angola",4211
"M'banza-congo","Angola",4213
"Belmopan","Belize",4216
"Caye Caulker","Belize",4218
"Corozal","Belize",4220
"Independence","Belize",4222
"Jakar","Bhutan",4224
"APUI","Brazil",4226
"ARIQUEMES","Brazil",4227
"Alcantara","Brazil",4229
"Alpinopolis","Brazil",4231
"Alta Floresta D'Oeste","Brazil",4233
"Amapa","Brazil",4235
"Anapolis","Brazil",4237
"Aracaju","Brazil",4239
"Aracatuba","Brazil",4240
"Arapiraca","Brazil",4242
"Araxa","Brazil",4244
"BLUMENAU","Brazil",4246
"Barcelos","Brazil",4249
"Barreiras","Brazil",4251
"Barretos","Brazil",4252
"Belo Horizonte","Brazil",4255
"Bointo","Brazil",4257
"Borba","Brazil",4259
"Botucatu","Brazil",4260
"Brasilia","Brazil",4262
"Breves","Brazil",4263
"COMODORO","Brazil",4266
"COSTA MARQUES","Brazil",4268
"Cabo Frio","Brazil",4270
"Caceres","Brazil",4272
"Caldas Novas","Brazil",4274
"Campinas","Brazil",4276
"Campos","Brazil",4278
"Canarana","Brazil",4279
"Carolina","Brazil",4282
"Cascavel","Brazil",4284
"Caxias Do Sul","Brazil",4286
"Chapada dos Guimaraes","Brazil",4287
"Chapeco","Brazil",4288
"Concordia","Brazil",4291
"Confresa","Brazil",4292
"Conselheiro Lafaiete","Brazil",4293
"Cruz","Brazil",4296
"Cuiaba","Brazil",4298
"Curitiba","Brazil",4299
"Diamantino","Brazil",4301
"Dourados","Brazil",4303
"Erechim","Brazil",4305
"Fernando Do Noronha","Brazil",4307
"Floriano","Brazil",4308
"Fonte Boa","Brazil",4310
"Foz Do Iguacu","Brazil",4312
"Franca","Brazil",4314
"Francisco Beltrao","Brazil",4315
"Governador Valadares","Brazil",4317
"Guanambi","Brazil",4319
"Guarapuava","Brazil",4321
"Gurupi","Brazil",4323
"Humaita","Brazil",4324
"Ilheus","Brazil",4327
"Ipatinga","Brazil",4329
"Itaperuna","Brazil",4331
"Itumbiara","Brazil",4333
"Jacare-acanga","Brazil",4335
"Janauba","Brazil",4337
"Joacaba","Brazil",4339
"Joinville","Brazil",4341
"Juazeiro Do Norte","Brazil",4343
"Juiz de Fora","Brazil",4346
"Juruena","Brazil",4348
"Lagoa Santa","Brazil",4350
"Lins","Brazil",4353
"Lucas do Rio Verde","Brazil",4355
"MANAUS","Brazil",4357
"Macae","Brazil",4358
"Macaé","Brazil",4360
"Bandar Seri Begawan","Brunei",4362
"Abbotsford","Canada",4364
"Aklavik","Canada",4365
"Alert","Canada",4367
"Alma","Canada",4369
"Angling Lake","Canada",4372
"Armstrong","Canada",4374
"Atikokan","Canada",4375
"Aupaluk","Canada",4377
"Baie Comeau","Canada",4379
"Banff","Canada",4381
"Bathurst","Canada",4383
"Bearskin Lake","Canada",4384
"Bedwell Harbour","Canada",4386
"Bella Coola","Canada",4388
"Big Bay","Canada",4390
"Big Trout Lake","Canada",4391
"Blue River","Canada",4393
"Bogande","Canada",4395
"Bonnyville","Canada",4397
"Boundary Bay","Canada",4398
"Brandon","Canada",4400
"Brochet","Canada",4402
"Buffalo Narrows","Canada",4405
"Burlington","Canada",4406
"Calgary","Canada",4408
"Campbell River","Canada",4410
"Cape Dorset","Canada",4412
"Castlegar","Canada",4414
"Centralia","Canada",4416
"Charlevoix","Canada",4418
"Charlottetown","Canada",4420
"Chetwynd","Canada",4423
"Chevery","Canada",4424
"Chilliwack","Canada",4426
"Chisasibi","Canada",4427
"Churchill Falls","Canada",4429
"Clyde River","Canada",4431
"Cold Lake","Canada",4433
"Colville Lake","Canada",4435
"Comox","Canada",4436
"Coppermine","Canada",4437
"Coral Harbour","Canada",4438
"Cornwall","Canada",4439
"Coronation","Canada",4440
"Cross Lake","Canada",4442
"Dauphin","Canada",4443
"Dawson","Canada",4444
"Dawson Creek","Canada",4445
"Dease Lake","Canada",4446
"Las Palmas","Peru",3730
"Lima","Peru",3731
"Machu Pichu","Peru",3732
"Lome","Togo",3733
"Cotonou","Benin",3734
"Kandi","Benin",3735
"Antofagasta","Chile",3736
"Arica","Chile",3737
"Balmaceda","Chile",3738
"Calama","Chile",3739
"Caldera","Chile",3740
"Castro","Chile",3741
"Chaiten","Chile",3742
"Chañaral","Chile",3743
"Chile Chico","Chile",3744
"Chillan","Chile",3745
"Cochrane","Chile",3746
"Concepcion","Chile",3747
"Copiapo","Chile",3748
"Coyhaique","Chile",3749
"Curico","Chile",3750
"Easter Island","Chile",3751
"El Salvador","Chile",3752
"Futaleufu","Chile",3753
"Iquique","Chile",3754
"Isla San Felix","Chile",3755
"La Serena","Chile",3756
"Los Angeles","Chile",3757
"Aksu","China",3758
"Altay","China",3759
"Alxa Left Banner","China",3760
"Alxa Right Banner","China",3761
"Ankang","China",3762
"Anqing","China",3763
"Anshan","China",3764
"Anshun","China",3765
"Arxan","China",3766
"Baicheng","China",3767
"Baise","China",3768
"Baishan","China",3769
"Bangda","China",3770
"Baoshan","China",3771
"Baotou","China",3772
"Bayannur","China",3773
"Beihai","China",3774
"Beijing","China",3775
"Bengbu","China",3776
"Bijie","China",3777
"Bole","China",3778
"Burqin","China",3779
"Cangyuan","China",3780
"Changcha","China",3781
"Changchun","China",3782
"Changde","China",3783
"Changhai","China",3784
"Changsha","China",3785
"Changzhi","China",3786
"Changzhou","China",3787
"Chaoyang","China",3788
"Chengde","China",3789
"Chengdu","China",3790
"Chifeng","China",3791
"Chizhou","China",3792
"Chongqing","China",3793
"Dali","China",3794
"Dalian","China",3795
"Dandong","China",3796
"Daocheng","China",3797
"Daqing","China",3798
"Datong","China",3799
"Dayong","China",3800
"Dazhou","China",3801
"Dongsheng","China",3802
"Dongying","China",3803
"Dunhuang","China",3804
"Ejin Banner","China",3805
"Enshi","China",3806
"Erenhot","China",3807
"Foshan","China",3808
"Fuyang","China",3809
"Fuyuan","China",3810
"Fuyun","China",3811
"Fuzhou","China",3812
"Ganzhou","China",3813
"Golmud","China",3814
"Golog","China",3815
"Guanghua","China",3816
"Guangyuan","China",3817
